,Phrase,Category,Score
4087,устойчивое развитие,"Реальный сектор экономики (производство, промышленность, добыча)",1.0
4088,устойчивое развитие,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",1.0
4089,устойчивость,Общеэкономическое,1.0
4090,устойчивость,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",1.0
4091,устойчивость ,"Международная экономика, торговля и финансы",1.0
4092,устойчивый,"Монетарная политика, валюта, деньги и кредит, банки",1.0
4093,устойчивый,Макроэкономика,1.0
4094,устойчивый,Потребление и розничная торговля,1.0
4095,устойчивый,Общеэкономическое,1.0
4096,устойчивый спрос,"Монетарная политика, валюта, деньги и кредит, банки",1.0
4097,устранять,Общеэкономическое,0.0
4098,устранять проблему,Общеэкономическое,1.0
4099,устрашение,Общеэкономическое,-1.0
4100,устройство,Инновации,0.0
4101,уступать,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",-1.0
4102,уступать,Общеэкономическое,-1.0
4103,усугублять,Общеэкономическое,-1.0
4104,утверждать,"Международная экономика, торговля и финансы",0.0
4105,утверждать,Маркетинг и реклама,0.0
4106,утверждать,Макроэкономика,0.0
4107,утверждать,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4108,утверждать,Общеэкономическое,0.0
4109,утверждать,"Государственные финансы, бюджет и налоги",0.0
4110,утверждать,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4111,утверждение,Общеэкономическое,0.0
4112,утечка золота,"Международная экономика, торговля и финансы",-1.0
4113,утешительно,Общеэкономическое,1.0
4114,утилизация выбросов,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",1.0
4115,утилизация отходов,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",1.0
4116,утрата,Общеэкономическое,-1.0
4117,утрата,Макроэкономика,-1.0
4118,уход,Общеэкономическое,-1.0
4119,уход в отставку,"Государственные финансы, бюджет и налоги",-1.0
4120,уходить в отставку,"Государственные финансы, бюджет и налоги",-1.0
4121,ухудшать,Общеэкономическое,-1.0
4122,ухудшение,Общеэкономическое,-1.0
4123,участие,Маркетинг и реклама,0.0
4124,участник,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",0.0
4125,участник ,Маркетинг и реклама,0.0
4126,участник мирового рынка,"Международная экономика, торговля и финансы",0.0
4127,участник рынка,"Международная экономика, торговля и финансы",0.0
4128,учитывать ,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",1.0
4129,учтённый,Общеэкономическое,1.0
4130,учёт,"Международная экономика, торговля и финансы",0.0
4131,учёт,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4132,учёт,"Государственные финансы, бюджет и налоги",0.0
4133,учёт,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4134,учёт ндс,Макроэкономика,0.0
4135,учёт ндс,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4136,учёт ндс,Фондовые и товарные рынки,0.0
4137,учёт ндс,Потребление и розничная торговля,0.0
4138,учёт ндс,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4139,учёт ндс,"Государственные финансы, бюджет и налоги",0.0
4140,учёт ндс,"Международная экономика, торговля и финансы",0.0
4141,учётная политика,"Государственные финансы, бюджет и налоги",0.0
4142,учётная политика,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4143,учётная политика,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4144,ущемление,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",-1.0
4145,ущемлять,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",-1.0
4146,ущерб,Общеэкономическое,-2.0
4147,ущерб,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",-2.0
4148,ущерб,"Международная экономика, торговля и финансы",-2.0
4149,уязвимо,Общеэкономическое,-1.0
4150,уязвимость,Общеэкономическое,-1.0
4151,фаза,Инновации,0.0
4152,фактор,"Международная экономика, торговля и финансы",0.0
4153,фактор производства,"Международная экономика, торговля и финансы",0.0
4154,фактор риска,Общеэкономическое,0.0
4155,факторные условия,"Международная экономика, торговля и финансы",0.0
4156,фальсификация,Общеэкономическое,-1.0
4157,фальсификация,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",-1.0
4158,фальсифицировать,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",-1.0
4159,фальсифицировать,Общеэкономическое,-1.0
4160,фальшивомонетчик,"Монетарная политика, валюта, деньги и кредит, банки",-2.0
4161,фальшивомонетчик,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",-2.0
4162,фатально,Общеэкономическое,-2.0
4163,фатальность,Общеэкономическое,-2.0
4164,федеральная информационная кампания,"Государственные финансы, бюджет и налоги",0.0
4165,федеральная сеть,Маркетинг и реклама,0.0
4166,федеральная сеть,"Международная экономика, торговля и финансы",0.0
4167,федеральная сеть,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4168,федеральная сеть,Потребление и розничная торговля,0.0
4169,федеральный,"Государственные финансы, бюджет и налоги",0.0
4170,федеральный,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4171,федеральный бюджет,"Государственные финансы, бюджет и налоги",0.0
4172,федеральный бюджет,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4173,федеральный бюджет,"Реальный сектор экономики (производство, промышленность, добыча)",0.0
4174,федеральный бюджет,"Международная экономика, торговля и финансы",0.0
4175,федеральный закон,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4176,федеральный закон,"Международная экономика, торговля и финансы",0.0
4177,федеральный закон,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",0.0
4178,федеральный закон,"Государственные финансы, бюджет и налоги",0.0
4179,федеральный орган,"Международная экономика, торговля и финансы",0.0
4180,федеральный орган,"Государственные финансы, бюджет и налоги",0.0
4181,федеральный орган,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4182,федеральный проект,"Реальный сектор экономики (производство, промышленность, добыча)",0.0
4183,федеральный проект,"Международная экономика, торговля и финансы",0.0
4184,федеральный проект,"Государственные финансы, бюджет и налоги",0.0
4185,федеральный проект,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4186,федерация,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4187,федерация ,"Государственные финансы, бюджет и налоги",0.0
4188,физический ,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",0.0
4189,фиктивный,Общеэкономическое,-1.0
4190,филиал,"Международная экономика, торговля и финансы",0.0
4191,фильтрация,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",1.0
4192,финановая отчётность в управлении,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4193,финансирование,"Международная экономика, торговля и финансы",1.0
4194,финансирование,"Монетарная политика, валюта, деньги и кредит, банки",1.0
4195,финансирование,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",1.0
4196,финансирование,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",1.0
4197,финансирование,Фондовые и товарные рынки,1.0
4198,финансируемый,Общеэкономическое,1.0
4199,финансовая аренда,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4200,финансовая группа,"Международная экономика, торговля и финансы",0.0
4201,финансовая группа,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4202,финансовая группа,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4203,финансовая группа,Фондовые и товарные рынки,0.0
4204,финансовая несостоятельность,Общеэкономическое,-1.0
4205,финансовая отчётность,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4206,финансовая отчётность группы,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4207,финансовая репрессия,Макроэкономика,-2.0
4208,финансово-хозяйственная деятельность,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4209,финансовое вложение,"Государственные финансы, бюджет и налоги",0.0
4210,финансовое вложение,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4211,финансовое вложение,Фондовые и товарные рынки,0.0
4212,финансовое вложение,"Международная экономика, торговля и финансы",0.0
4213,финансовое обязательство,Общеэкономическое,0.0
4214,финансовое положение,Общеэкономическое,0.0
4215,финансовые средства,Общеэкономическое,0.0
4216,финансовый,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4217,финансовый,"Государственные финансы, бюджет и налоги",0.0
4218,финансовый,"Международная экономика, торговля и финансы",0.0
4219,финансовый,Общеэкономическое,0.0
4220,финансовый ,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4221,финансовый ,"Международная экономика, торговля и финансы",0.0
4222,финансовый актив,"Государственные финансы, бюджет и налоги",0.0
4223,финансовый актив,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4224,финансовый актив,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4225,финансовый актив,"Международная экономика, торговля и финансы",0.0
4226,финансовый актив,Фондовые и товарные рынки,0.0
4227,финансовый актив,Макроэкономика,0.0
4228,финансовый инструмент,Фондовые и товарные рынки,0.0
4229,финансовый инструмент,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4230,финансовый инструмент,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4231,финансовый инструмент,"Международная экономика, торговля и финансы",0.0
4232,финансовый инструмент,"Государственные финансы, бюджет и налоги",0.0
4233,финансовый контроль,"Государственные финансы, бюджет и налоги",0.0
4234,финансовый отчёт,"Государственные финансы, бюджет и налоги",0.0
4235,финансовый отчёт,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4236,финансовый отчёт,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",0.0
4237,финансовый отчёт,Фондовые и товарные рынки,0.0
4238,финансовый отчёт,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4239,финансовый показатель,Общеэкономическое,0.0
4240,финансовый посредник,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4241,финансовый результат,Общеэкономическое,0.0
4242,финансовый результат,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4243,финансовый риск,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4244,финансовый риск,"Международная экономика, торговля и финансы",0.0
4245,финансовый риск,Общеэкономическое,0.0
4246,финансовый риск,"Реальный сектор экономики (производство, промышленность, добыча)",0.0
4247,финансовый риск,Потребление и розничная торговля,0.0
4248,финансовый риск,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4249,финансовый риск,Фондовые и товарные рынки,0.0
4250,финансовый риск,Макроэкономика,0.0
4251,финансовый риск,"Государственные финансы, бюджет и налоги",0.0
4252,финансовый рынок,Общеэкономическое,0.0
4253,финансовый рынок,Макроэкономика,0.0
4254,финансовый рынок,Фондовые и товарные рынки,0.0
4255,флотофильтрация,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",1.0
4256,фонд,Фондовые и товарные рынки,0.0
4257,фонд,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",0.0
4258,фонд,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4259,фонд,"Государственные финансы, бюджет и налоги",0.0
4260,фонд развития промышленности,"Реальный сектор экономики (производство, промышленность, добыча)",1.0
4261,фонд развития промышленности,"Государственные финансы, бюджет и налоги",1.0
4262,фондирование,Фондовые и товарные рынки,0.0
4263,фондирование,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4264,фондирование,"Государственные финансы, бюджет и налоги",0.0
4265,фондовая биржа,Фондовые и товарные рынки,0.0
4266,фондовая биржа,"Международная экономика, торговля и финансы",0.0
4267,фондовый,"Государственные финансы, бюджет и налоги",0.0
4268,фондовый,Фондовые и товарные рынки,0.0
4269,фондовый,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4270,фондовый актив,Фондовые и товарные рынки,0.0
4271,форсированный,Общеэкономическое,-1.0
4272,фрс,"Международная экономика, торговля и финансы",0.0
4273,фрс,"Государственные финансы, бюджет и налоги",0.0
4274,фрс,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4275,функциональный,Общеэкономическое,1.0
4276,фьючерс,Фондовые и товарные рынки,0.0
4277,халатность,Общеэкономическое,-1.0
4278,халатность,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",-1.0
4279,хаотично,Общеэкономическое,-1.0
4280,хаотичность,Общеэкономическое,-1.0
4281,хватать,Общеэкономическое,1.0
4282,хедж-фонд,Фондовые и товарные рынки,0.0
4283,хеджированный,Фондовые и товарные рынки,1.0
4284,хищение,Общеэкономическое,-1.0
4285,хищения,Общеэкономическое,-1.0
4286,хищения,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",-1.0
4287,ходовой,Общеэкономическое,1.0
4288,хозяйственный,"Реальный сектор экономики (производство, промышленность, добыча)",0.0
4289,хозяйственный,"Международная экономика, торговля и финансы",0.0
4290,хозяйственный субъект,"Международная экономика, торговля и финансы",0.0
4291,хозяйство,"Международная экономика, торговля и финансы",0.0
4292,хозяйство ,"Реальный сектор экономики (производство, промышленность, добыча)",0.0
4293,хорошая практика,Общеэкономическое,1.0
4294,хороший,Общеэкономическое,1.0
4295,цб рф,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4296,цб рф,Макроэкономика,0.0
4297,целевое использование ресурсов,Макроэкономика,1.0
4298,целевое использование ресурсов,"Государственные финансы, бюджет и налоги",1.0
4299,целевое использование ресурсов,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",1.0
4300,целевое использование ресурсов,"Реальный сектор экономики (производство, промышленность, добыча)",1.0
4301,целевой,Фондовые и товарные рынки,0.0
4302,целесообразность,Общеэкономическое,1.0
4303,целесообразный,Общеэкономическое,1.0
4304,целостность,Общеэкономическое,1.0
4305,цена ,Общеэкономическое,0.0
4306,цена нефти,"Государственные финансы, бюджет и налоги",0.0
4307,цена нефти,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4308,цена нефти,Фондовые и товарные рынки,0.0
4309,цена нефти,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4310,цена нефти,Макроэкономика,0.0
4311,цена нефти,"Международная экономика, торговля и финансы",0.0
4312,цена нефти,"Реальный сектор экономики (производство, промышленность, добыча)",0.0
4313,цена нефти,Потребление и розничная торговля,0.0
4314,цена продажи,Потребление и розничная торговля,1.0
4315,цена сделки,Общеэкономическое,0.0
4316,ценная бумага,Фондовые и товарные рынки,0.0
4317,ценная бумага,"Международная экономика, торговля и финансы",0.0
4318,ценная бумага,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4319,ценная бумага,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4320,ценная бумага,"Государственные финансы, бюджет и налоги",0.0
4321,ценный,Общеэкономическое,1.0
4322,центр,"Государственные финансы, бюджет и налоги",0.0
4323,центральный ,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4324,центральный банк,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4325,центробанк,"Международная экономика, торговля и финансы",0.0
4326,цикл,Макроэкономика,0.0
4327,цифровая экономика,"Государственные финансы, бюджет и налоги",0.0
4328,цифровая экономика,Инновации,0.0
4329,цифровая экономика,"Международная экономика, торговля и финансы",0.0
4330,цифровая экономика,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4331,цифровой,Инновации,0.0
4332,частично соблюдаться,Общеэкономическое,-1.0
4333,человеческий капитал,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",1.0
4334,честно,Общеэкономическое,1.0
4335,честность,Общеэкономическое,1.0
4336,честный,Общеэкономическое,1.0
4337,честь,Общеэкономическое,1.0
4338,чистая прибыль,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4339,чистая прибыль,Общеэкономическое,0.0
4340,чистый,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",0.0
4341,чистый долг,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4342,чистый долг,"Международная экономика, торговля и финансы",0.0
4343,чистый долг,Макроэкономика,0.0
4344,чистый долг,"Государственные финансы, бюджет и налоги",0.0
4345,чистый долг,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4346,чистый доход,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4347,чистый доход,Фондовые и товарные рынки,0.0
4348,член,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4349,член вто,"Международная экономика, торговля и финансы",0.0
4350,член вто,Потребление и розничная торговля,0.0
4351,член вто,"Государственные финансы, бюджет и налоги",0.0
4352,член правления,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4353,член правления,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4354,член правления,"Государственные финансы, бюджет и налоги",0.0
4355,член ревизионной комиссия,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4356,член совета директоров,"Государственные финансы, бюджет и налоги",0.0
4357,член совета директоров,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4358,член совета директоров,Фондовые и товарные рынки,0.0
4359,чрезвычайно,Общеэкономическое,-2.0
4360,чрезмерно,Общеэкономическое,-1.0
4361,чувствительный,Общеэкономическое,1.0
4362,чёткий,Общеэкономическое,1.0
4363,широта ассортимента,Потребление и розничная торговля,0.0
4364,широта ассортимента,"Международная экономика, торговля и финансы",0.0
4365,штраф,Общеэкономическое,-1.0
4366,штраф,"Международная экономика, торговля и финансы",-1.0
4367,эквиваленты денежных средств,Фондовые и товарные рынки,0.0
4368,эквиваленты денежных средств,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4369,эквиваленты денежных средств,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4370,экологическая безопасность,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",1.0
4371,экологический,"Реальный сектор экономики (производство, промышленность, добыча)",1.0
4372,экологический,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",1.0
4373,экологический менеджмент,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",1.0
4374,экологический менеджмент,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",1.0
4375,экологический ущеб,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",-2.0
4376,экологический штраф,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",-1.0
4377,экологическое обучение,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",1.0
4378,экономика,Общеэкономическое,0.0
4379,экономика,"Международная экономика, торговля и финансы",0.0
4380,экономика,Макроэкономика,0.0
4381,экономика ,Общеэкономическое,0.0
4382,экономическая наука,Общеэкономическое,0.0
4383,экономическая эффективность,Общеэкономическое,1.0
4384,экономические отношения,Общеэкономическое,0.0
4385,экономические отношения,"Международная экономика, торговля и финансы",0.0
4386,экономические отношения,Макроэкономика,0.0
4387,экономический,Общеэкономическое,0.0
4388,экономический,"Международная экономика, торговля и финансы",0.0
4389,экономический развитие и интеграция,"Международная экономика, торговля и финансы",1.0
4390,экономический развитие и интеграция,Макроэкономика,1.0
4391,экономический рост,"Государственные финансы, бюджет и налоги",1.0
4392,экономический рост,"Международная экономика, торговля и финансы",1.0
4393,экономический рост,"Монетарная политика, валюта, деньги и кредит, банки",1.0
4394,экономический рост,"Реальный сектор экономики (производство, промышленность, добыча)",1.0
4395,экономический рост,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",1.0
4396,экономический спад,Общеэкономическое,-1.0
4397,экономический форум,"Международная экономика, торговля и финансы",0.0
4398,экономический форум,"Государственные финансы, бюджет и налоги",0.0
4399,экономический форум,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4400,экономический форум,Маркетинг и реклама,0.0
4401,экономическое развитие,Общеэкономическое,1.0
4402,экономическое сотрудничество,Потребление и розничная торговля,1.0
4403,экономическое сотрудничество,"Государственные финансы, бюджет и налоги",1.0
4404,экономическое сотрудничество,"Международная экономика, торговля и финансы",1.0
4405,экономическое сотрудничество,Макроэкономика,1.0
4406,экономическое сотрудничество,"Монетарная политика, валюта, деньги и кредит, банки",1.0
4407,экономичный,Общеэкономическое,1.0
4408,экономно,Общеэкономическое,1.0
4409,экосистема,"Социальная ответственность, благотворительность, спонсорская деятельность, экология",1.0
4410,эксклюзивность,Общеэкономическое,1.0
4411,эксклюзивность,Инновации,1.0
4412,эксперимент,Инновации,0.0
4413,экспериментальный,Инновации,1.0
4414,эксплуатация,Общеэкономическое,0.0
4415,эксплуатация,Потребление и розничная торговля,0.0
4416,эксплуатация,"Реальный сектор экономики (производство, промышленность, добыча)",0.0
4417,эксплуатировать,Потребление и розничная торговля,0.0
4418,эксплуатировать,"Реальный сектор экономики (производство, промышленность, добыча)",0.0
4419,эксплуатировать,Общеэкономическое,0.0
4420,экспорт,Макроэкономика,1.0
4421,экспорт,"Государственные финансы, бюджет и налоги",1.0
4422,экспорт,"Реальный сектор экономики (производство, промышленность, добыча)",1.0
4423,экспорт,"Международная экономика, торговля и финансы",1.0
4424,экспортная выручка,"Международная экономика, торговля и финансы",0.0
4425,экспортные поставки,"Международная экономика, торговля и финансы",0.0
4426,экспортные поставки,Потребление и розничная торговля,0.0
4427,экспортный,Макроэкономика,1.0
4428,экспортёр,Макроэкономика,0.0
4429,экспортёр,"Реальный сектор экономики (производство, промышленность, добыча)",0.0
4430,экспортёр,"Государственные финансы, бюджет и налоги",0.0
4431,экспортёр,"Международная экономика, торговля и финансы",0.0
4432,экспроприация,"Монетарная политика, валюта, деньги и кредит, банки",-1.0
4433,экспроприация,Общеэкономическое,-1.0
4434,экспроприировать,"Международная экономика, торговля и финансы",1.0
4435,экспроприировать,Макроэкономика,1.0
4436,экспроприировать,Общеэкономическое,1.0
4437,электрическая сеть,"Реальный сектор экономики (производство, промышленность, добыча)",0.0
4438,электрическая энергия,"Реальный сектор экономики (производство, промышленность, добыча)",0.0
4439,электрический,"Реальный сектор экономики (производство, промышленность, добыча)",0.0
4440,электроника,Инновации,0.0
4441,электронная виза,"Международная экономика, торговля и финансы",0.0
4442,электронная рассылка,Маркетинг и реклама,1.0
4443,электронная торговля,Инновации,1.0
4444,электронная торговля,"Реальный сектор экономики (производство, промышленность, добыча)",1.0
4445,электронная торговля,"Международная экономика, торговля и финансы",1.0
4446,электроэнергия,"Реальный сектор экономики (производство, промышленность, добыча)",0.0
4447,эмбарго,Общеэкономическое,-2.0
4448,эмбарго,"Международная экономика, торговля и финансы",-2.0
4449,эмиссия,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4450,эмиссия,Фондовые и товарные рынки,0.0
4451,эмиссия,Макроэкономика,0.0
4452,эмиссия,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4453,эмиссия ценных бумаг,"Государственные финансы, бюджет и налоги",0.0
4454,эмиссия ценных бумаг,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4455,эмиссия ценных бумаг,Фондовые и товарные рынки,0.0
4456,эмиссия ценных бумаг,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4457,эмитент,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4458,эмитент,Макроэкономика,0.0
4459,эмитент,"Монетарная политика, валюта, деньги и кредит, банки",0.0
4460,эмитент,Фондовые и товарные рынки,0.0
4461,эмитент обыкновенных акций,Фондовые и товарные рынки,0.0
4462,эмитент ценных бумаг,"Корпоративные финансы и управление, фирма, бухгалтерский учет, нематериальные активы",0.0
4463,эмитент ценных бумаг,Фондовые и товарные рынки,0.0
4464,эмитент ценных бумаг,"Государственные финансы, бюджет и налоги",0.0
